,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency,Error
98,coral_mix_0.001_err_rate_1_20.corrected.fastq,coral,20,39,167713,27750,79,4170,249,8,200000,4020,41379168,29216,96,12701,225,8,0,41425434,Coral,NA,100,0.120953183,0.237224124,-0.26796245,0.998980192,IGH,1.93E-07,0,0.001
99,coral_mix_0.0033_err_rate_1_20.corrected.fastq,coral,20,193,122901,63399,308,12368,831,25,200000,17358,41297758,92634,520,36760,841,30,2,41445903,Coral,NA,100,0.157811477,0.315835441,-0.184040658,0.996844441,IGH,7.72E-07,0.066666667,0.0033
100,coral_mix_1e-05_err_rate_1_20.corrected.fastq,coral,20,0,199610,385,0,5,0,0,200000,0,41416092,314,0,16,0,0,0,41416422,Coral,NA,100,0,0,-0.050955414,0.999992032,IGH,0,,1.00E-05
101,coral_mix_1e-06_err_rate_1_20.corrected.fastq,coral,20,0,199957,43,0,0,0,0,200000,0,41416319,32,0,0,0,0,0,41416351,Coral,NA,100,0,,0,0.999999227,IGH,0,,1.00E-06
102,coral_mix_3.3e-05_err_rate_1_20.corrected.fastq,coral,20,0,198718,1240,0,41,1,0,200000,2,41415382,1087,0,147,2,0,0,41416620,Coral,NA,100,0.001836547,0.013245033,-0.134986226,0.999970157,IGH,0,,3.30E-05
103,coral_mix_3.3e-06_err_rate_1_20.corrected.fastq,coral,20,0,199858,142,0,0,0,0,200000,0,41416245,116,0,0,0,0,0,41416361,Coral,NA,100,0,,0,0.999997199,IGH,0,,3.30E-06
104,coral_mix_0.0001_err_rate_1_22.corrected.fastq,coral,22,0,196075,3604,0,310,11,0,200000,51,41412999,3281,0,884,11,0,0,41417226,Coral,NA,100,0.015306122,0.053911205,-0.253301321,0.999899172,IGH,0,,0.0001
105,coral_mix_0.00033_err_rate_1_22.corrected.fastq,coral,22,6,187796,10813,14,1279,92,1,200000,651,41403996,10412,18,4168,98,2,0,41419345,Coral,NA,100,0.058844798,0.132397804,-0.326764892,0.999645142,IGH,4.83E-08,0,0.00033
106,coral_mix_0.001_err_rate_1_22.corrected.fastq,coral,22,46,167713,27418,75,4504,244,17,200000,4116,41378094,29118,92,13784,227,17,0,41425448,Coral,NA,100,0.12384907,0.2270646,-0.297737257,0.998956245,IGH,4.10E-07,0,0.001
107,coral_mix_0.0033_err_rate_1_22.corrected.fastq,coral,22,210,122901,62503,480,13162,744,22,200000,18109,41295410,91701,696,39186,758,27,1,41445888,Coral,NA,100,0.164912121,0.31193909,-0.198843457,0.996806245,IGH,6.76E-07,0.037037037,0.0033
108,coral_mix_1e-05_err_rate_1_22.corrected.fastq,coral,22,0,199610,383,0,7,0,0,200000,0,41416090,314,0,18,0,0,0,41416422,Coral,NA,100,0,0,-0.057324841,0.999991984,IGH,0,,1.00E-05
109,coral_mix_1e-06_err_rate_1_22.corrected.fastq,coral,22,0,199957,43,0,0,0,0,200000,0,41416319,32,0,0,0,0,0,41416351,Coral,NA,100,0,,0,0.999999227,IGH,0,,1.00E-06
110,coral_mix_3.3e-05_err_rate_1_22.corrected.fastq,coral,22,0,198718,1231,0,51,0,0,200000,2,41415380,1087,0,151,0,0,0,41416620,Coral,NA,100,0.001836547,0.013071895,-0.136822773,0.999970109,IGH,0,,3.30E-05
111,coral_mix_3.3e-06_err_rate_1_22.corrected.fastq,coral,22,0,199858,142,0,0,0,0,200000,0,41416245,116,0,0,0,0,0,41416361,Coral,NA,100,0,,0,0.999997199,IGH,0,,3.30E-06
112,coral_mix_0.0001_err_rate_1_24.corrected.fastq,coral,24,0,196075,3591,0,324,10,0,200000,55,41412900,3277,0,983,11,0,0,41417226,Coral,NA,100,0.016506603,0.052430887,-0.281812725,0.999896879,IGH,0,,0.0001
113,coral_mix_0.00033_err_rate_1_24.corrected.fastq,coral,24,5,187796,10814,13,1279,93,2,200000,654,41403934,10408,16,4219,95,3,0,41419329,Coral,NA,100,0.059121316,0.131642512,-0.330862412,0.999644103,IGH,7.24E-08,0,0.00033
114,coral_mix_0.001_err_rate_1_24.corrected.fastq,coral,24,41,167713,27316,69,4600,261,6,200000,4339,41377528,28894,93,14372,243,6,0,41425475,Coral,NA,100,0.130562995,0.228922655,-0.309210724,0.998947314,IGH,1.45E-07,0,0.001
115,coral_mix_0.0033_err_rate_1_24.corrected.fastq,coral,24,222,122901,62270,435,13201,971,19,200000,19048,41294904,90785,691,39533,989,27,0,41445977,Coral,NA,100,0.17342693,0.319758268,-0.195515009,0.996814528,IGH,6.51E-07,0,0.0033
116,coral_mix_1e-05_err_rate_1_24.corrected.fastq,coral,24,0,199610,383,0,7,0,0,200000,0,41416090,314,0,18,0,0,0,41416422,Coral,NA,100,0,0,-0.057324841,0.999991984,IGH,0,,1.00E-05
117,coral_mix_1e-06_err_rate_1_24.corrected.fastq,coral,24,0,199957,43,0,0,0,0,200000,0,41416319,32,0,0,0,0,0,41416351,Coral,NA,100,0,,0,0.999999227,IGH,0,,1.00E-06
118,coral_mix_3.3e-05_err_rate_1_24.corrected.fastq,coral,24,0,198718,1231,0,51,0,0,200000,2,41415373,1087,0,158,0,0,0,41416620,Coral,NA,100,0.001836547,0.0125,-0.143250689,0.99996994,IGH,0,,3.30E-05
119,coral_mix_3.3e-06_err_rate_1_24.corrected.fastq,coral,24,0,199858,142,0,0,0,0,200000,0,41416245,116,0,0,0,0,0,41416361,Coral,NA,100,0,,0,0.999997199,IGH,0,,3.30E-06
120,coral_mix_0.0001_err_rate_1_26.corrected.fastq,coral,26,0,196075,3543,0,372,10,0,200000,53,41412743,3279,0,1140,12,0,0,41417227,Coral,NA,100,0.015906363,0.043983402,-0.329831933,0.999893016,IGH,0,,0.0001
121,coral_mix_0.00033_err_rate_1_26.corrected.fastq,coral,26,7,187796,10714,13,1371,99,4,200000,664,41403620,10397,22,4527,100,5,0,41419335,Coral,NA,100,0.060030739,0.125496125,-0.358285869,0.999636619,IGH,1.21E-07,0,0.00033
122,coral_mix_0.001_err_rate_1_26.corrected.fastq,coral,26,28,167713,27152,74,4739,294,2,200000,4402,41376598,28828,97,15285,283,3,0,41425496,Coral,NA,100,0.132470659,0.220430646,-0.336021667,0.998925879,IGH,7.24E-08,0,0.001
123,coral_mix_0.0033_err_rate_1_26.corrected.fastq,coral,26,236,122901,62226,465,13278,894,25,200000,20032,41293925,89788,720,40585,917,24,5,41445996,Coral,NA,100,0.182407576,0.325543602,-0.19550173,0.996814312,IGH,7.00E-07,0.208333333,0.0033
124,coral_mix_1e-05_err_rate_1_26.corrected.fastq,coral,26,0,199610,383,0,7,0,0,200000,0,41416090,314,0,18,0,0,0,41416422,Coral,NA,100,0,0,-0.057324841,0.999991984,IGH,0,,1.00E-05
125,coral_mix_1e-06_err_rate_1_26.corrected.fastq,coral,26,0,199957,43,0,0,0,0,200000,0,41416319,32,0,0,0,0,0,41416351,Coral,NA,100,0,,0,0.999999227,IGH,0,,1.00E-06
126,coral_mix_3.3e-05_err_rate_1_26.corrected.fastq,coral,26,0,198718,1223,0,59,0,0,200000,2,41415341,1087,0,190,0,0,0,41416620,Coral,NA,100,0.001836547,0.010416667,-0.172635445,0.999969167,IGH,0,,3.30E-05
127,coral_mix_3.3e-06_err_rate_1_26.corrected.fastq,coral,26,0,199858,142,0,0,0,0,200000,0,41416245,116,0,0,0,0,0,41416361,Coral,NA,100,0,,0,0.999997199,IGH,0,,3.30E-06
128,coral_mix_0.0001_err_rate_1_28.corrected.fastq,coral,28,0,196075,3555,2,354,14,0,200000,56,41412765,3272,2,1120,14,0,0,41417229,Coral,NA,100,0.016826923,0.047058824,-0.323918269,0.999893571,IGH,0,,0.0001
129,coral_mix_0.00033_err_rate_1_28.corrected.fastq,coral,28,11,187796,10628,15,1484,66,5,200000,680,41403509,10379,23,4660,72,6,0,41419329,Coral,NA,100,0.061488381,0.125646711,-0.366398409,0.99963447,IGH,1.45E-07,0,0.00033
130,coral_mix_0.001_err_rate_1_28.corrected.fastq,coral,28,43,167713,27360,61,4545,278,13,200000,4635,41377029,28611,80,14832,267,14,0,41425468,Coral,NA,100,0.139415268,0.234873822,-0.314744631,0.998942583,IGH,3.38E-07,0,0.001
131,coral_mix_0.0033_err_rate_1_28.corrected.fastq,coral,28,210,122901,61230,488,14226,945,27,200000,22247,41290861,87606,713,43599,1010,32,1,41446069,Coral,NA,100,0.20251609,0.332759962,-0.203562943,0.996791976,IGH,7.96E-07,0.03125,0.0033
132,coral_mix_1e-05_err_rate_1_28.corrected.fastq,coral,28,0,199610,383,0,7,0,0,200000,0,41416090,314,0,18,0,0,0,41416422,Coral,NA,100,0,0,-0.057324841,0.999991984,IGH,0,,1.00E-05
133,coral_mix_1e-06_err_rate_1_28.corrected.fastq,coral,28,0,199957,43,0,0,0,0,200000,0,41416319,32,0,0,0,0,0,41416351,Coral,NA,100,0,,0,0.999999227,IGH,0,,1.00E-06
134,coral_mix_3.3e-05_err_rate_1_28.corrected.fastq,coral,28,0,198718,1220,0,60,2,0,200000,2,41415319,1087,0,208,4,0,0,41416620,Coral,NA,100,0.001836547,0.009345794,-0.192837466,0.999968636,IGH,0,,3.30E-05
135,coral_mix_3.3e-06_err_rate_1_28.corrected.fastq,coral,28,0,199858,141,0,1,0,0,200000,0,41416243,116,0,2,0,0,0,41416361,Coral,NA,100,0,0,-0.017241379,0.999997151,IGH,0,,3.30E-06
136,coral_mix_0.0001_err_rate_1_30.corrected.fastq,coral,30,0,196075,3542,2,367,14,0,200000,55,41412747,3273,2,1138,13,0,0,41417228,Coral,NA,100,0.016526442,0.045605307,-0.329326923,0.999893136,IGH,0,,0.0001
137,coral_mix_0.00033_err_rate_1_30.corrected.fastq,coral,30,10,187796,10555,16,1524,99,1,200000,690,41403189,10367,23,4970,101,2,0,41419342,Coral,NA,100,0.062403907,0.119770873,-0.396219589,0.999626672,IGH,4.83E-08,0,0.00033
138,coral_mix_0.001_err_rate_1_30.corrected.fastq,coral,30,50,167713,26869,57,5022,289,4,200000,4779,41375781,28466,80,16060,292,6,0,41425464,Coral,NA,100,0.14375094,0.226160617,-0.348112498,0.998916029,IGH,1.45E-07,0,0.001
139,coral_mix_0.0033_err_rate_1_30.corrected.fastq,coral,30,222,122901,61067,498,14278,1034,33,200000,22781,41290358,87123,703,43968,1106,37,3,41446079,Coral,NA,100,0.2072809,0.335730602,-0.202840661,0.996792531,IGH,9.65E-07,0.081081081,0.0033
140,coral_mix_1e-05_err_rate_1_30.corrected.fastq,coral,30,0,199610,383,0,7,0,0,200000,0,41416090,314,0,18,0,0,0,41416422,Coral,NA,100,0,0,-0.057324841,0.999991984,IGH,0,,1.00E-05
141,coral_mix_1e-06_err_rate_1_30.corrected.fastq,coral,30,0,199957,43,0,0,0,0,200000,0,41416319,32,0,0,0,0,0,41416351,Coral,NA,100,0,,0,0.999999227,IGH,0,,1.00E-06
142,coral_mix_3.3e-05_err_rate_1_30.corrected.fastq,coral,30,0,198718,1214,0,68,0,1,200000,3,41415300,1086,0,230,0,1,0,41416620,Coral,NA,100,0.002754821,0.012875536,-0.208448118,0.999968201,IGH,2.41E-08,0,3.30E-05
143,coral_mix_3.3e-06_err_rate_1_30.corrected.fastq,coral,30,0,199858,141,0,1,0,0,200000,0,41416243,116,0,2,0,0,0,41416361,Coral,NA,100,0,0,-0.017241379,0.999997151,IGH,0,,3.30E-06
144,fiona_mix_0.0001_err_rate_1_9181.corrected.fastq,fiona,0,1423,196747,1323,38,449,20,1,200000,1533,41413143,1752,48,722,31,1,0,41417230,Fiona,NA,100,0.466666667,0.670603675,0.237442922,0.999938335,IGH,2.41E-08,0,0.0001
145,fiona_mix_0.00033_err_rate_1_9181.corrected.fastq,fiona,0,3834,189820,5129,27,1138,52,5,200000,4673,41406410,6360,57,1754,79,6,0,41419339,Fiona,NA,100,0.423547539,0.718260068,0.257409589,0.999800673,IGH,1.45E-07,0,0.00033
146,fiona_mix_0.001_err_rate_1_9181.corrected.fastq,fiona,0,6886,173363,17602,124,1936,89,4,200000,10788,41389101,22361,180,2806,174,2,2,41425414,Fiona,NA,100,0.325439681,0.783556072,0.23554255,0.999383881,IGH,9.66E-08,1,0.001
147,fiona_mix_0.0033_err_rate_1_9181.corrected.fastq,fiona,0,36603,122893,39015,1092,220,177,70,200000,65729,41334186,43685,1050,241,181,65,9,41445146,Fiona,NA,100,0.600736652,0.993620656,0.596879741,0.998908871,IGH,1.79E-06,0.138461538,0.0033
148,fiona_mix_1e-05_err_rate_1_9181.corrected.fastq,fiona,0,192,199677,87,0,43,1,0,200000,196,41416039,117,1,69,2,0,0,41416424,Fiona,NA,100,0.626198083,0.734082397,0.399361022,0.999995437,IGH,0,,1.00E-05
149,fiona_mix_1e-06_err_rate_1_9181.corrected.fastq,fiona,0,20,199960,6,0,14,0,0,200000,21,41416304,11,0,15,0,0,0,41416351,Fiona,NA,100,0.65625,0.583333333,0.1875,0.999999372,IGH,0,,1.00E-06
150,fiona_mix_3.3e-05_err_rate_1_9181.corrected.fastq,fiona,0,615,198913,305,2,163,2,1,200000,633,41415274,454,7,249,3,1,0,41416621,Fiona,NA,100,0.582336707,0.715254237,0.35050598,0.999982761,IGH,2.41E-08,0,3.30E-05
151,fiona_mix_3.3e-06_err_rate_1_9181.corrected.fastq,fiona,0,72,199875,23,2,28,0,0,200000,75,41416196,41,2,47,0,0,0,41416361,Fiona,NA,100,0.646551724,0.614754098,0.24137931,0.999997827,IGH,0,,3.30E-06
152,lighter_mix_0.0001_err_rate_1_20.corrected.fastq,lighter,20,1209,170468,1752,35,26524,12,2,200000,1257,41351388,2051,105,62405,9,1,1,41417217,Lighter,NA,100,0.379987908,0.019742112,-18.4876058,0.998440962,IGH,4.83E-08,1,0.0001
153,lighter_mix_0.00033_err_rate_1_20.corrected.fastq,lighter,20,3520,161246,6117,196,28871,50,4,200000,4024,41348166,7060,269,59719,51,3,1,41419293,Lighter,NA,100,0.363045832,0.063078032,-5.029411765,0.998379934,IGH,9.66E-08,0.333333333,0.00033
154,lighter_mix_0.001_err_rate_1_20.corrected.fastq,lighter,20,9211,152856,16818,539,20477,99,9,200000,11338,41348405,21571,1057,42808,90,9,0,41425278,Lighter,NA,100,0.344525814,0.20904934,-0.959008174,0.998417995,IGH,2.17E-07,0,0.001
155,lighter_mix_0.0033_err_rate_1_20.corrected.fastq,lighter,20,17619,103528,37451,594,40640,168,23,200000,30678,41259131,78015,2277,75046,184,18,5,41445354,Lighter,NA,100,0.282244487,0.289666503,-0.409888401,0.996247106,IGH,5.55E-07,0.277777778,0.0033
156,lighter_mix_1e-05_err_rate_1_20.corrected.fastq,lighter,20,129,176061,200,3,23607,0,0,200000,112,41375425,199,4,40682,0,0,0,41416422,Lighter,NA,100,0.360128617,0.002745502,-130.4501608,0.999012831,IGH,0,,1.00E-05
157,lighter_mix_1e-06_err_rate_1_20.corrected.fastq,lighter,20,12,182847,22,0,17119,0,0,200000,10,41369010,22,0,47309,0,0,0,41416351,Lighter,NA,100,0.3125,0.000211332,-1478.09375,0.99885719,IGH,0,,1.00E-06
158,lighter_mix_3.3e-05_err_rate_1_20.corrected.fastq,lighter,20,459,182084,613,11,16825,8,0,200000,424,41388613,656,16,26903,8,0,0,41416620,Lighter,NA,100,0.392592593,0.015511249,-24.525,0.999334011,IGH,0,,3.30E-05
159,lighter_mix_3.3e-06_err_rate_1_20.corrected.fastq,lighter,20,63,183460,59,2,16416,0,0,200000,57,41363153,58,1,53092,0,0,0,41416361,Lighter,NA,100,0.495652174,0.001072457,-461.173913,0.998716667,IGH,0,,3.30E-06
160,lighter_mix_0.0001_err_rate_1_22.corrected.fastq,lighter,22,1298,170737,1914,48,25977,26,2,200000,1341,41348208,2027,63,65565,24,1,1,41417230,Lighter,NA,100,0.398159145,0.020035858,-19.0760095,0.998365897,IGH,4.83E-08,1,0.0001
161,lighter_mix_0.00033_err_rate_1_22.corrected.fastq,lighter,22,4104,172281,5453,182,17930,50,3,200000,4387,41356563,6323,757,51207,48,2,1,41419288,Lighter,NA,100,0.40961718,0.07884332,-4.376097106,0.99859155,IGH,7.24E-08,0.5,0.00033
162,lighter_mix_0.001_err_rate_1_22.corrected.fastq,lighter,22,9476,144964,14714,217,30477,152,9,200000,12132,41326695,20438,1363,64520,140,9,0,41425297,Lighter,NA,100,0.372490021,0.157985207,-1.61277249,0.997912628,IGH,2.17E-07,0,0.001
163,lighter_mix_0.0033_err_rate_1_22.corrected.fastq,lighter,22,17941,105679,39915,338,35887,240,32,200000,31555,41250542,78065,1215,83672,249,34,8,41445340,Lighter,NA,100,0.287858055,0.273260245,-0.477704798,0.996061438,IGH,1.01E-06,0.235294118,0.0033
164,lighter_mix_1e-05_err_rate_1_22.corrected.fastq,lighter,22,134,177879,194,1,21790,2,0,200000,121,41348492,183,10,67615,1,0,0,41416422,Lighter,NA,100,0.398026316,0.001786321,-222.0230263,0.998362751,IGH,0,,1.00E-05
165,lighter_mix_1e-06_err_rate_1_22.corrected.fastq,lighter,22,14,185621,24,0,14341,0,0,200000,11,41359913,21,0,56406,0,0,0,41416351,Lighter,NA,100,0.34375,0.000194977,-1762.34375,0.998637567,IGH,0,,1.00E-06
166,lighter_mix_3.3e-05_err_rate_1_22.corrected.fastq,lighter,22,471,177276,547,16,21678,12,0,200000,497,41363002,593,58,52466,10,0,0,41416626,Lighter,NA,100,0.455963303,0.009382138,-47.68715596,0.998717254,IGH,0,,3.30E-05
167,lighter_mix_3.3e-06_err_rate_1_22.corrected.fastq,lighter,22,75,182577,52,0,17296,0,0,200000,67,41369147,46,3,47098,0,0,0,41416361,Lighter,NA,100,0.592920354,0.001420545,-416.2035398,0.998861633,IGH,0,,3.30E-06
168,lighter_mix_0.0001_err_rate_1_24.corrected.fastq,lighter,24,1342,173642,1851,94,23050,21,2,200000,1377,41366888,1925,128,46885,16,1,1,41417221,Lighter,NA,100,0.417019988,0.028522308,-13.78679588,0.998818004,IGH,4.83E-08,1,0.0001
169,lighter_mix_0.00033_err_rate_1_24.corrected.fastq,lighter,24,4141,169422,5626,330,20399,82,3,200000,4280,41336494,6539,422,71471,71,1,2,41419280,Lighter,NA,100,0.395600333,0.056447997,-6.217025603,0.998104651,IGH,7.24E-08,2,0.00033
170,lighter_mix_0.001_err_rate_1_24.corrected.fastq,lighter,24,10359,154715,15173,364,19172,217,8,200000,12606,41346677,20411,879,44491,194,8,0,41425266,Lighter,NA,100,0.381803313,0.22003456,-0.971590393,0.99840718,IGH,1.93E-07,0,0.001
171,lighter_mix_0.0033_err_rate_1_24.corrected.fastq,lighter,24,19422,107779,36892,1348,34347,212,24,200000,36189,41272561,72015,5600,58762,221,20,4,41445372,Lighter,NA,100,0.334451591,0.380248392,-0.210657647,0.996703661,IGH,5.79E-07,0.2,0.0033
172,lighter_mix_1e-05_err_rate_1_24.corrected.fastq,lighter,24,151,185614,202,1,14032,0,0,200000,130,41363612,185,2,52493,0,0,0,41416422,Lighter,NA,100,0.412698413,0.002470403,-166.231746,0.998728041,IGH,0,,1.00E-05
173,lighter_mix_1e-06_err_rate_1_24.corrected.fastq,lighter,24,15,176799,14,0,23172,0,0,200000,13,41367721,19,0,48598,0,0,0,41416351,Lighter,NA,100,0.40625,0.000267429,-1518.28125,0.99882614,IGH,0,,1.00E-06
174,lighter_mix_3.3e-05_err_rate_1_24.corrected.fastq,lighter,24,524,184604,551,24,14291,6,0,200000,506,41381700,588,31,33791,6,0,0,41416622,Lighter,NA,100,0.462522852,0.014750896,-30.43053016,0.999169029,IGH,0,,3.30E-05
175,lighter_mix_3.3e-06_err_rate_1_24.corrected.fastq,lighter,24,72,183643,55,2,16228,0,0,200000,63,41386770,50,3,29475,0,0,0,41416361,Lighter,NA,100,0.557522124,0.002132846,-260.2831858,0.999287045,IGH,0,,3.30E-06
176,lighter_mix_0.0001_err_rate_1_26.corrected.fastq,lighter,26,1349,174261,1657,42,22677,14,1,200000,1419,41350598,1814,229,63142,13,0,1,41417216,Lighter,NA,100,0.438911228,0.021974789,-19.09557686,0.998425824,IGH,2.41E-08,inf,0.0001
177,lighter_mix_0.00033_err_rate_1_26.corrected.fastq,lighter,26,4023,167465,4963,214,23282,53,5,200000,4457,41349633,6173,808,58160,53,3,2,41419289,Lighter,NA,100,0.419285042,0.071118558,-5.057008467,0.998425927,IGH,1.21E-07,0.666666667,0.00033
178,lighter_mix_0.001_err_rate_1_26.corrected.fastq,lighter,26,10735,152277,14811,235,21853,89,8,200000,12425,41345907,20416,729,45700,79,8,0,41425264,Lighter,NA,100,0.378338053,0.213473301,-1.015620718,0.998384271,IGH,1.93E-07,0,0.001
179,lighter_mix_0.0033_err_rate_1_26.corrected.fastq,lighter,26,19481,110675,35647,1433,32473,291,14,200000,34408,41272293,71777,6223,60308,330,12,2,41445353,Lighter,NA,100,0.324038235,0.362014183,-0.247021707,0.996654631,IGH,3.38E-07,0.166666667,0.0033
180,lighter_mix_1e-05_err_rate_1_26.corrected.fastq,lighter,26,147,182442,193,7,17211,0,0,200000,127,41367660,180,10,48445,0,0,0,41416422,Lighter,NA,100,0.413680782,0.002614675,-157.3876221,0.998825707,IGH,0,,1.00E-05
181,lighter_mix_1e-06_err_rate_1_26.corrected.fastq,lighter,26,17,185784,15,0,14184,0,0,200000,15,41367681,12,6,48637,0,0,0,41416351,Lighter,NA,100,0.555555556,0.000308312,-1800.814815,0.998825222,IGH,0,,1.00E-06
182,lighter_mix_3.3e-05_err_rate_1_26.corrected.fastq,lighter,26,544,188038,466,16,10930,6,0,200000,516,41392394,508,95,23102,5,0,0,41416620,Lighter,NA,100,0.50390625,0.021843119,-22.06152344,0.999427525,IGH,0,,3.30E-05
183,lighter_mix_3.3e-06_err_rate_1_26.corrected.fastq,lighter,26,74,181938,53,3,17932,0,0,200000,66,41366318,46,4,49927,0,0,0,41416361,Lighter,NA,100,0.589285714,0.001320185,-445.1875,0.998793303,IGH,0,,3.30E-06
184,lighter_mix_0.0001_err_rate_1_28.corrected.fastq,lighter,28,1553,187547,1625,45,9208,22,2,200000,1469,41376379,1801,145,37403,20,1,1,41417219,Lighter,NA,100,0.449235474,0.037771264,-10.99510703,0.999049429,IGH,4.83E-08,1,0.0001
185,lighter_mix_0.00033_err_rate_1_28.corrected.fastq,lighter,28,4398,170036,4887,176,20431,72,3,200000,4742,41371589,6022,657,36211,62,2,1,41419286,Lighter,NA,100,0.440542549,0.115616238,-2.929301375,0.998962947,IGH,7.24E-08,0.5,0.00033
186,lighter_mix_0.001_err_rate_1_28.corrected.fastq,lighter,28,11021,151860,14546,606,21821,146,9,200000,12963,41337273,19710,1035,54152,127,9,0,41425269,Lighter,NA,100,0.39674961,0.192781297,-1.264530346,0.998188714,IGH,2.17E-07,0,0.001
187,lighter_mix_0.0033_err_rate_1_28.corrected.fastq,lighter,28,20934,110377,33302,2716,32214,457,25,200000,36755,41287257,69962,6087,45015,452,20,7,41445555,Lighter,NA,100,0.344415604,0.447021478,-0.081636478,0.997067574,IGH,6.51E-07,0.35,0.0033
188,lighter_mix_1e-05_err_rate_1_28.corrected.fastq,lighter,28,170,188220,181,1,11426,2,0,200000,142,41389765,174,1,26340,2,0,0,41416424,Lighter,NA,100,0.449367089,0.005361728,-82.91139241,0.999359747,IGH,0,,1.00E-05
189,lighter_mix_1e-06_err_rate_1_28.corrected.fastq,lighter,28,21,191759,22,0,8198,0,0,200000,16,41389672,16,0,26647,0,0,0,41416351,Lighter,NA,100,0.5,0.000600083,-832.21875,0.99935622,IGH,0,,1.00E-06
190,lighter_mix_3.3e-05_err_rate_1_28.corrected.fastq,lighter,28,560,191920,571,28,6918,3,0,200000,514,41400055,564,36,15448,3,0,0,41416620,Lighter,NA,100,0.476808905,0.032195427,-13.85621521,0.99961245,IGH,0,,3.30E-05
191,lighter_mix_3.3e-06_err_rate_1_28.corrected.fastq,lighter,28,80,191869,47,3,8001,0,0,200000,72,41381844,41,5,34399,0,0,0,41416361,Lighter,NA,100,0.637168142,0.002088712,-303.7787611,0.999168324,IGH,0,,3.30E-06
192,lighter_mix_0.0001_err_rate_1_30.corrected.fastq,lighter,30,1561,188247,1679,187,8312,14,1,200000,1552,41393283,1707,224,20441,9,0,1,41417217,Lighter,NA,100,0.476219699,0.070539042,-5.798711261,0.999459621,IGH,2.41E-08,inf,0.0001
193,lighter_mix_0.00033_err_rate_1_30.corrected.fastq,lighter,30,3878,180088,3755,594,11624,61,3,200000,4999,41368858,5673,942,38746,66,2,1,41419287,Lighter,NA,100,0.468422039,0.114103764,-3.168384558,0.998903192,IGH,7.24E-08,0.5,0.00033
194,lighter_mix_0.001_err_rate_1_30.corrected.fastq,lighter,30,11285,153867,13251,882,20570,145,7,200000,13682,41350676,18638,1847,40283,129,7,0,41425262,Lighter,NA,100,0.423329208,0.252930085,-0.827042079,0.998529786,IGH,1.69E-07,0,0.001
195,lighter_mix_0.0033_err_rate_1_30.corrected.fastq,lighter,30,17813,124946,30695,537,25731,278,19,200000,36647,41280987,72941,2530,51857,354,14,7,41445337,Lighter,NA,100,0.334407052,0.412422067,-0.142022849,0.996918929,IGH,5.07E-07,0.5,0.0033
196,lighter_mix_1e-05_err_rate_1_30.corrected.fastq,lighter,30,174,188232,174,3,11417,0,0,200000,155,41389135,161,10,26961,0,0,0,41416422,Lighter,NA,100,0.490506329,0.005716182,-84.82911392,0.999344898,IGH,0,,1.00E-05
197,lighter_mix_1e-06_err_rate_1_30.corrected.fastq,lighter,30,17,191192,19,4,8768,0,0,200000,21,41382371,14,5,33940,0,0,0,41416351,Lighter,NA,100,0.6,0.000618356,-969.1142857,0.999180058,IGH,0,,1.00E-06
198,lighter_mix_3.3e-05_err_rate_1_30.corrected.fastq,lighter,30,466,188789,427,47,10263,8,0,200000,549,41385565,511,73,29917,8,0,0,41416623,Lighter,NA,100,0.517924528,0.018015357,-27.71320755,0.999263363,IGH,0,,3.30E-05
